id,name,agency_name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,former_org_name,former_org_role,former_org_description,financial_disclosure_url,departed,story_text,story_block,source_url
989,Christopher D. Hess,Transportation,Special Advisor,Director of Governmental Affairs,,"$131,767 ",1/24/17,,58th Presidential Inaugural Committee,compensation_source,"Served as a site coordinator on the Presidential Inauguration Committee's parade team. I was responsible for the event preparation, coordination, planning and overseeing the day of events for the my assigned site.",https://www.documentcloud.org/documents/4430188-Christopher-D-Hess-Financial-Disclosure.html,,"Lobbied on tax and energy issues for the Eaton Corporation, a power management company .",,Warren Report Card
990,Loren A. Smith Jr.,Transportation,Special Assistant for Governmental Affairs,Senior Advisor,,"$161,900 ",1/20/17,,"Capital Alpha Partners, LLC",compensation_source,Research analyst.,https://www.documentcloud.org/documents/4388376-Loren-A-Smith-Jr-Financial-Disclosure.html,,Former director of a financial research firm where he had focused on transportation issues.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
991,Marianne McInerney,Transportation,Assistant to the Secretary and Director of Public Affairs,,,"$126,148-$189,600",1/20/17,,FirstPriority GreenFleet,compensation_source,Assisted parent company in launch of newly acquired subsidiary that manufactured alternative fuel vehicles.,https://www.documentcloud.org/documents/3890926-McInerney-Marianne.html,,Had held executive positions at electric and hybrid automotive companies.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
992,Marianne McInerney,Transportation,Assistant to the Secretary and Director of Public Affairs,,,"$126,148-$189,600",1/20/17,,PHC,compensation_source,Assisted parent company develop business plan for carbon fiber based manufacturing business,https://www.documentcloud.org/documents/3890926-McInerney-Marianne.html,,Had held executive positions at electric and hybrid automotive companies.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
993,Stephen Paul Vaughn,U.S. Trade Representative,General Counsel,,,"$179,700 ",1/20/17,,King & Spalding LLP,compensation_source,,https://www.documentcloud.org/documents/3766247-Vaughn-Stephen-P.html,,Lobbied for U.S. Steel for law firm Skadden Arps.,,Warren Report Card
994,Stephen Paul Vaughn,U.S. Trade Representative,General Counsel,,,"$179,700 ",1/20/17,,"Skadden, Arps, Slate, Meagher & Flom LLP",compensation_source,,https://www.documentcloud.org/documents/3766247-Vaughn-Stephen-P.html,,Lobbied for U.S. Steel for law firm Skadden Arps.,,Warren Report Card
995,Stephen Paul Vaughn,U.S. Trade Representative,General Counsel,,,"$179,700 ",1/20/17,,United States Steel Corporation,compensation_source,Provided legal services,https://www.documentcloud.org/documents/3766247-Vaughn-Stephen-P.html,,Lobbied for U.S. Steel for law firm Skadden Arps.,,Warren Report Card
1002,Gary Michael Brown,Energy,Executive Advisor,Deputy General Counsel for Compliance,,"$179,700 ",1/20/17,,"Jordan, Houser & Flournoy",compensation_source,,https://www.documentcloud.org/documents/3766101-Brown-G-Michael.html,,Former director at trade group Clean Coal Electricity.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1003,Gary Michael Brown,Energy,Executive Advisor,Deputy General Counsel for Compliance,,"$179,700 ",1/20/17,,Texas House of Representatives,compensation_source,,https://www.documentcloud.org/documents/3766101-Brown-G-Michael.html,,Former director at trade group Clean Coal Electricity.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1004,Sean Branley Cunningham,Energy,"Executive Director, Office Energy Policy and Systems Analysis",,,"$170,000 ",,,Thomas Aquinas College,compensation_source,Teaching,https://www.documentcloud.org/documents/4388383-Sean-Branley-Cunningham-Financial-Disclosure.html,,,,Warren Report Card
1005,Sean Branley Cunningham,Energy,"Executive Director, Office Energy Policy and Systems Analysis",,,"$170,000 ",,,Balch & Bingham LLP,compensation_source,Legal services,https://www.documentcloud.org/documents/4388383-Sean-Branley-Cunningham-Financial-Disclosure.html,,,,Warren Report Card
1006,Sean Branley Cunningham,Energy,"Executive Director, Office Energy Policy and Systems Analysis",,,"$170,000 ",,,Southern Company,compensation_source,Client Legal services,https://www.documentcloud.org/documents/4388383-Sean-Branley-Cunningham-Financial-Disclosure.html,,,,Warren Report Card
1008,Martin J. Dannenfelser,Energy,Assistant to the Secretary,Deputy Assistant Secretary for House Affairs,,"$161,900 ",1/20/17,1/15/18,Energy Innovation Reform Project,compensation_source,Director of External Relations,https://www.documentcloud.org/documents/3766119-Dannenfelser-Martin.html,,,,Warren Report Card
1009,Travis Scott Fisher,Energy,"Assistant to the Secretary, Office Of The Secretary","Senior Advisor, Assistant Secretary for Electricity Delivery and Energy Reliability",,"$112,021 ",1/20/17,,Institute for Energy Research,compensation_source,Economist,https://www.documentcloud.org/documents/3766136-Fisher-Travis-Scott.html,,"Former economist at Institute for Energy Research, a conservative think tank that goes against attempts to limit greenhouse gas emissions. The think tank has received funding from American Petroleum Institute and Charles Koch Institute.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1010,Robert Haus,Energy,"Public Affairs Specialist, Office of the Secretary","Director, Office Of Public Affairs, Office of Public Affairs",,"$140,000 ",1/26/17,1/15/18,Grassley Works - Grassley for Senate,compensation_source,Campaign manager for US Senate campaign,https://www.documentcloud.org/documents/3766156-Haus-Robert.html,,,,Warren Report Card
1011,Robert Haus,Energy,"Public Affairs Specialist, Office of the Secretary","Director, Office Of Public Affairs, Office of Public Affairs",,"$140,000 ",1/26/17,1/15/18,State of Iowa,compensation_source,Governor's Office,https://www.documentcloud.org/documents/3766156-Haus-Robert.html,,,,Warren Report Card
1012,Robert Haus,Energy,"Public Affairs Specialist, Office of the Secretary","Director, Office Of Public Affairs, Office of Public Affairs",,"$140,000 ",1/26/17,1/15/18,"RickPerry.org, Inc.",compensation_source,Campaign Advisor,https://www.documentcloud.org/documents/3766156-Haus-Robert.html,,,,Warren Report Card
1016,Brian Vaughan McCormack,Energy,"Chief of Staff, Office of the Secretary",,,"$179,700 ",3/3/17,,Edison Electric Institute,compensation_source,,https://www.documentcloud.org/documents/4388386-Brian-Vaughan-McCormack-Financial-Disclosure.html,,"Part of the deregulation team at Department of Energy, which Trump created to remove regulations deemed cumbersome to industry. He had previously worked at a trade association for investor-owned electrical utilities that fought against rooftop solar policies. Utility companies generally lose money when people generate their own power through methods such as installing their own solar panels. ",,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1017,Daniel Simmons,Energy,"Assistant to the Secretary, Office of the Secretary","Principal Deputy Assistant Secretary, Assistant Secretary for Energy Efficiency and Renewable Energy",,"$160,000 ",1/20/17,,Institute for Energy Research,compensation_source,VP for Policy - Policy Work,https://www.documentcloud.org/documents/3766231-Simmons-Daniel.html,,"Former policy executive at Institute for Energy Research, a conservative think tank that goes against attempts to limit greenhouse gas emissions. The think tank has received funding from American Petroleum Institute and Charles Koch Institute.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1018,Cathleen Tripodi,Energy,"Assistant to the Secretary, Office of the Secretary","Director of National Laboratory Operations Board, Office of the Under Secretary",,"$150,000 ",1/30/17,1/15/18,State of North Carolina Department of Transportation,compensation_source,I served as Director of Business Affairs,https://www.documentcloud.org/documents/3766241-Tripodi-Cathy.html,,,,Warren Report Card
1019,Byron E. Anderson,Labor,Special Assistant to the Secretary,Senior Legislative Officer,,"$161,900 ",1/20/17,,Transamerica Corporation,compensation_source,Federal Government Relations,https://www.documentcloud.org/documents/4388011-Byron-E-Anderson-Financial-Disclosure.html,,"Was appointed by Trump to be a special adviser at the Department of Labor. He was a former financial services lobbyist who had lobbied against the department's attempts to adopt the ""fiduciary standard,"" which forces retirement advisers to act in the best interests of their clients.",TRUE,Warren Report Card
1020,John Barsa,Homeland Security,Advisor,Principal Deputy Assistant Secretary and Chief of Staff for Office of Partnership and Engagement,,"$179,700 ",1/21/17,,Goldbelt,compensation_source,Legal Services,https://www.documentcloud.org/documents/4387638-John-Barsa-Financial-Disclosure.html,,,,Warren Report Card
1021,Jason Louis Botel,Education,Senior White House Advisor,Principal Deputy Assistant Secretary,,"$179,700 ",1/20/17,,"50CAN, Inc.",compensation_source,Executive Director,https://www.documentcloud.org/documents/4345860-Botel-Jason.html,,"Former executive director of MarylandCAN, a state branch of 50CAN, which supports charter schools.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1022,Geoffrey G. Burr,Labor,Special Assistant to the Secretary,,,"$179,700 ",1/20/17,4/9/17,Cablevision Systems Corporation,compensation_source,"Vice President, Governmental Affairs",https://www.documentcloud.org/documents/4388268-Geoffrey-G-Burr-Financial-Disclosure.html,,"Lobbied for construction trade group Associated Builders and Contractors. When he served as special assistant to the secretary of the Department of Labor, he had worked to delay the silica rule, which seeks to limit construction workers' exposure to crystalline silica, a substance common in building materials and can cause a deadly lung disease called silicosis.",TRUE,Warren Report Card
1023,Geoffrey G. Burr,Labor,Special Assistant to the Secretary,,,"$179,700 ",1/20/17,4/9/17,Associated Builders and Contractors,compensation_source,"Vice President, Governmental Affairs",https://www.documentcloud.org/documents/4388268-Geoffrey-G-Burr-Financial-Disclosure.html,,"Lobbied for construction trade group Associated Builders and Contractors. When he served as special assistant to the secretary of the Department of Labor, he had worked to delay the silica rule, which seeks to limit construction workers' exposure to crystalline silica, a substance common in building materials and can cause a deadly lung disease called silicosis.",TRUE,Warren Report Card
1024,Curtis W. Ellis,Labor,Special Assistant to the Secretary,,,"$134,789-$164,200*",1/20/17,,World Net Daily,compensation_source,,https://www.documentcloud.org/documents/4388031-Curtis-W-Ellis-Financial-Disclosure.html,,"a columnist for WorldNetDaily, writing articles such as ""The Radical Left's Ethnic Cleansing of America,"" which got him an interview with Steve Bannon, former senior adviser to Trump.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377433
1025,Curtis W. Ellis,Labor,Special Assistant to the Secretary,,,"$134,789-$164,200*",1/20/17,,Relevant Information LTD,compensation_source,,https://www.documentcloud.org/documents/4388031-Curtis-W-Ellis-Financial-Disclosure.html,,"a columnist for WorldNetDaily, writing articles such as ""The Radical Left's Ethnic Cleansing of America,"" which got him an interview with Steve Bannon, former senior adviser to Trump.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377433
1026,Curtis W. Ellis,Labor,Special Assistant to the Secretary,,,"$134,789-$164,200*",1/20/17,,"Trump for America, Inc.",compensation_source,,https://www.documentcloud.org/documents/4388031-Curtis-W-Ellis-Financial-Disclosure.html,,"a columnist for WorldNetDaily, writing articles such as ""The Radical Left's Ethnic Cleansing of America,"" which got him an interview with Steve Bannon, former senior adviser to Trump.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377433
1028,John E. Jaggers III,General Services Administration,Senior Advisor,,,"$161,900 ",1/20/17,3/13/17,"Donald J. Trump for President, Inc.",compensation_source,Political Campaign Manager,https://www.documentcloud.org/documents/4387801-John-E-Jaggers-III-Financial-Disclosure.html,TRUE,"Jaggers, as head of Trump's campaign in Maryland, made headlines for endorsing the conspiracy that Hillary Clinton was sick. He was in charge of tens of billions of dollars of government procurement at the GSA, but has since left. ",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377435
1029,John E. Jaggers III,General Services Administration,Senior Advisor,,,"$161,900 ",1/20/17,3/13/17,Centeva,compensation_source,Consultant,https://www.documentcloud.org/documents/4387801-John-E-Jaggers-III-Financial-Disclosure.html,TRUE,"Jaggers, as head of Trump's campaign in Maryland, made headlines for endorsing the conspiracy that Hillary Clinton was sick. He was in charge of tens of billions of dollars of government procurement at the GSA, but has since left. ",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377435
1030,John E. Jaggers III,General Services Administration,Senior Advisor,,,"$161,900 ",1/20/17,3/13/17,Castlemar,compensation_source,Consultant,https://www.documentcloud.org/documents/4387801-John-E-Jaggers-III-Financial-Disclosure.html,TRUE,"Jaggers, as head of Trump's campaign in Maryland, made headlines for endorsing the conspiracy that Hillary Clinton was sick. He was in charge of tens of billions of dollars of government procurement at the GSA, but has since left. ",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377435
1032,John C. Kalavritinos,Health and Human Services,Special Assistant,Associate Commissioner for External Affairs,,"$179,700 ",1/24/17,,ACE Mentor Program of America,compensation_source,Served as CEO providing leadership and management to this non-profit organization.,https://www.documentcloud.org/documents/4387853-John-C-Kalavritinos-Financial-Disclosure.html,,Lobbied for the pharmaceutical company Covidien.,,Warren Report Card
1037,William M. Manger,Small Business Administration,"Associate Administrator for Capital Access, Office of Capital Access",,,"$150,000 ",3/20/17,,Brock Capital Group,compensation_source,Consulting and advisory work,https://www.documentcloud.org/documents/4388351-William-M-Manger-Financial-Disclosure.html,,"Former managing director at an investment bank, which Manger claims advised small and medium-sized enterprises in efforts to raise capital. SBA says Manger has agreed to recuse himself from 2 years from matters concerning former clients. ",,
1038,Nathan Paul Mehrens,Labor,Special Assistant to the Secretary,Deputy Assistant Secretary For Policy,,"$158,297 ",1/20/17,,Americans for a Limited Government Research Foundation,compensation_source,President and Director,https://www.documentcloud.org/documents/4388409-Nathan-P-Mehrens-Financial-Disclosure.html,,Former executive at consulting firm that helps companies fight against employees trying to unionize. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1039,Nathan Paul Mehrens,Labor,Special Assistant to the Secretary,Deputy Assistant Secretary For Policy,,"$158,297 ",1/20/17,,"RWP Labor, LLC",compensation_source,"Research, design, and manufacturing of laser-engraved products",https://www.documentcloud.org/documents/4388409-Nathan-P-Mehrens-Financial-Disclosure.html,,Former executive at consulting firm that helps companies fight against employees trying to unionize. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1040,Wayne D. Palmer,Labor,Senior White House Advisor,Chief of Staff,Deputy Assistant Secretary for Mine Safety and Health,"$179,700 ",1/20/17,,Partnership for Public Service,compensation_source,Equipped presidential transition with innovative tools to navigate the Senate confirmation process for PAS appointments,https://www.documentcloud.org/documents/4388044-Wayne-D-Palmer-Financial-Disclosure.html,,Lobbied for the non-profits China-U.S. Exchange Foundation and Alliance for Healthcare Competitiveness.,,Warren Report Card
1041,Wayne D. Palmer,Labor,Senior White House Advisor,Chief of Staff,Deputy Assistant Secretary for Mine Safety and Health,"$179,700 ",1/20/17,,"Fontheim Partners PC, dba Fontheim International",compensation_source,Governed all operations for global consultancy and launched ongoing series of bipartisan delegations of state & local elected officials,https://www.documentcloud.org/documents/4388044-Wayne-D-Palmer-Financial-Disclosure.html,,Lobbied for the non-profits China-U.S. Exchange Foundation and Alliance for Healthcare Competitiveness.,,Warren Report Card
1042,Christopher Michael Pilkerton,Small Business Administration,"General Counsel, Office of the General Counsel",,,"$179,000 ",6/12/17,,JPMorgan Chase & Co.,compensation_source,Salary,https://www.documentcloud.org/documents/4388173-Christopher-Michael-Pilkerton-Financial-Disclosure.html,,"Former compliance director at JPMorgan Chase, but has agreed to two years of recusal for matters that pose conflict of interest.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1043,Robb Nathaniel Wong,Small Business Administration,"Associate Administrator for Government Contracting and Business Development, Office Of Government Contracting And Business Development",,,"$150,000 ",3/27/17,,"FedSolve, LLC; Rockville, MD, US",compensation_source,Owner draw; ''paycheck'',https://www.documentcloud.org/documents/4388182-Robb-Nathaniel-Wong-Financial-Disclosure.html,,"Had held leadership position at the small business FedSolve, which used SBA programs to win government contracts. SBA says he has agreed to recuse himself for at least 2 years from matters related to for former clients or employers.",,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1044,Peter Krug,Commerce,Senior Advisor,Associate Director for Intergovernmental Affairs,,"$112,021 ",1/31/17,,American Optometric Association,compensation_source,Consultant on legislative matters,https://www.documentcloud.org/documents/3890948-Peter-Krug.html,,Lobbied for American Optometric Association.,,Warren Report Card
1045,Earl Comstock,Commerce,"Director, Office of Policy and Strategic Planning",,,"$179,700 ",1/30/17,,Eckert Seamans Cherin & Mellott,compensation_source,Attorney,https://www.documentcloud.org/documents/4388480-Earl-Comstock-Financial-Disclosure.html,,Comstock has directly lobbied the Commerce Department on behalf of an association for whale hunters.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1046,Earl Comstock,Commerce,"Director, Office of Policy and Strategic Planning",,,"$179,700 ",1/30/17,,VTC Secure,compensation_source,General Counsel,https://www.documentcloud.org/documents/4388480-Earl-Comstock-Financial-Disclosure.html,,Comstock has directly lobbied the Commerce Department on behalf of an association for whale hunters.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1047,Earl Comstock,Commerce,"Director, Office of Policy and Strategic Planning",,,"$179,700 ",1/30/17,,Fish-Net Consulting LLC,compensation_source,Principal in Solo Consulting Firm,https://www.documentcloud.org/documents/4388480-Earl-Comstock-Financial-Disclosure.html,,Comstock has directly lobbied the Commerce Department on behalf of an association for whale hunters.,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
1053,Jon Perdue,Treasury,Special Assistant,,,"$81,548-$106,012",1/23/17,9/30/17,The Fund for American Studies,compensation_source,Director,https://www.documentcloud.org/documents/4388293-Jon-Perdue-Financial-Disclosure.html,,"Featured on reality series for his invention of the ""Packbow,"" which Perdue claims he came up with while studying what people do in ""collapsed societies"" to survive. Also a one-time contributor to Breitbart, a right-wing news and opinion website that was once run by Steve Bannon.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377434
1054,Jon Perdue,Treasury,Special Assistant,,,"$81,548-$106,012",1/23/17,9/30/17,Fundacion Libertad Puerto Rico,compensation_source,CEO/Strategic Advisor,https://www.documentcloud.org/documents/4388293-Jon-Perdue-Financial-Disclosure.html,,"Featured on reality series for his invention of the ""Packbow,"" which Perdue claims he came up with while studying what people do in ""collapsed societies"" to survive. Also a one-time contributor to Breitbart, a right-wing news and opinion website that was once run by Steve Bannon.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377434
1055,Jon Perdue,Treasury,Special Assistant,,,"$81,548-$106,012",1/23/17,9/30/17,"Trump for America, Inc.",compensation_source,Policy Advisor for Presidential Transition,https://www.documentcloud.org/documents/4388293-Jon-Perdue-Financial-Disclosure.html,,"Featured on reality series for his invention of the ""Packbow,"" which Perdue claims he came up with while studying what people do in ""collapsed societies"" to survive. Also a one-time contributor to Breitbart, a right-wing news and opinion website that was once run by Steve Bannon.",,https://www.propublica.org/article/meet-hundreds-of-officials-trump-has-quietly-installed-across-government?utm_campaign=sprout&utm_medium=social&utm_source=twitter&utm_content=1509377434
1059,Wendy L. Teramoto,Commerce,Senior Advisor,Chief of Staff to the Secretary of Commerce,,"$179,700 ",7/31/17,,Invesco Ltd.,compensation_source,"I serve as Managing Director and Partner of WL Ross & Co, LLC.,a wholly-owned subsidiary of Invesco, Ltd. I received my salary and bonus from Invesco Group Services.",https://www.documentcloud.org/documents/4387594-Wendy-L-Teramoto-Financial-Disclosure.html,TRUE,"Chief of staff to Commerce Secretary Wilbur Ross, but was initially hired as a special-government employee while still at Ross's investment firm W.L. Ross  Co. She has since resigned from the firm.",,https://projects.propublica.org/trump-town/staffers/category/taskforce
1060,Julie M. Kirchner,Homeland Security,Advisor,Ombudsman,,"$179,700 ",1/20/17,,Federation for American Immigration Reform,compensation_source,,https://www.documentcloud.org/documents/4387693-Julie-Kirchner-Financial-Disclosure.html,,Lobbied for Federation for American Immigration Reform advocating for anti-immigrant policies.,,Warren Report Card
1061,Julie M. Kirchner,Homeland Security,Advisor,Ombudsman,,"$179,700 ",1/20/17,,"Donald J. Trump for President, Inc.",compensation_source,,https://www.documentcloud.org/documents/4387693-Julie-Kirchner-Financial-Disclosure.html,,Lobbied for Federation for American Immigration Reform advocating for anti-immigrant policies.,,Warren Report Card
1062,Scott J. Cameron,Interior,Special Assistant to the Secretary,Principal Deputy Assistant Secretary,,"$170,000 ",1/20/17,,R3 Government Solutuions,compensation_source,Consulting services provided to numerous federal agencies,https://www.documentcloud.org/documents/4388426-Scott-J-Cameron-Financial-Disclosure.html,,"Formerly a deputy assistant secretary at the Department of the Interior. He founded a non-profit that that had worked with agribusiness giant Syngenta, which has sought to get its pesticides to market faster by seeking changes to the Endangered Species Act. The Interior is generally consulted when proposing regulatory changes that jeopardizes plants or animals, so it would have influence over the revision process. ",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1063,Scott J. Cameron,Interior,Special Assistant to the Secretary,Principal Deputy Assistant Secretary,,"$170,000 ",1/20/17,,Tuknik Government Services,compensation_source,Consulting services provided to federal and state agencies and teaching at universities,https://www.documentcloud.org/documents/4388426-Scott-J-Cameron-Financial-Disclosure.html,,"Formerly a deputy assistant secretary at the Department of the Interior. He founded a non-profit that that had worked with agribusiness giant Syngenta, which has sought to get its pesticides to market faster by seeking changes to the Endangered Species Act. The Interior is generally consulted when proposing regulatory changes that jeopardizes plants or animals, so it would have influence over the revision process. ",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1064,Scott J. Cameron,Interior,Special Assistant to the Secretary,Principal Deputy Assistant Secretary,,"$170,000 ",1/20/17,,KnowledgeBank Inc,compensation_source,Consulting for federal government agencies,https://www.documentcloud.org/documents/4388426-Scott-J-Cameron-Financial-Disclosure.html,,"Formerly a deputy assistant secretary at the Department of the Interior. He founded a non-profit that that had worked with agribusiness giant Syngenta, which has sought to get its pesticides to market faster by seeking changes to the Endangered Species Act. The Interior is generally consulted when proposing regulatory changes that jeopardizes plants or animals, so it would have influence over the revision process. ",TRUE,https://www.nytimes.com/2017/07/11/business/the-deep-industry-ties-of-trumps-deregulation-teams.html
1067,Douglas Domenech,Interior,White House Senior Advisor,,,"$161,900 ",1/20/17,,Texas Public Policy Foundation,compensation_source,Directed a research project called the Fuelling Freedom Project,https://www.documentcloud.org/documents/4387952-Douglas-Domenech-Financial-Disclosure.html,,,,Warren Report Card
1068,Dean A Heyl,Labor,Public Liaison,,,,1/2/18,,International Franchise Association,compensation_source,Chief Legal Officer,,,,,https://projects.propublica.org/trump-town/staffers/category/taskforce
1069,Dean A Heyl,Labor,Public Liaison,,,,1/2/18,,Heyl Consulting,compensation_source,"Washington, District of Columbia",,,,,https://projects.propublica.org/trump-town/staffers/category/taskforce
1070,David J. Redl,Commerce,Assistant Secretary for Communications and Information,,,,11/7/17,,Pennsylvania Lambda Corporation,outside_government_position,President,https://www.documentcloud.org/documents/4387598-David-J-Redl-Financial-Disclosure.html,,,,Warren Report Card
1071,David J. Redl,Commerce,Assistant Secretary for Communications and Information,,,,11/7/17,,Pennsylvania Lambda Corporation,outside_government_position,Vice President,https://www.documentcloud.org/documents/4387598-David-J-Redl-Financial-Disclosure.html,,,,Warren Report Card
1072,Mark T. Esper,Defense,Secretary of the Army,,,,11/16/17,,Raytheon Company,outside_government_position,Vice President,https://www.documentcloud.org/documents/4387637-Mark-T-Esper-Financial-Disclosure.html,,"Now part of government relations for defense contractor Raytheon, previously lobbying the Department of Defense and the National Security Agency.",,Warren Report Card
1073,Mark T. Esper,Defense,Secretary of the Army,,,,11/16/17,,Lake Braddock Athletic Boosters Club,outside_government_position,At-Large Board Member,https://www.documentcloud.org/documents/4387637-Mark-T-Esper-Financial-Disclosure.html,,"Now part of government relations for defense contractor Raytheon, previously lobbying the Department of Defense and the National Security Agency.",,Warren Report Card
1080,David G. Ehrhart,Defense,General Counsel of the Air Force,,,,,,Lockheed Martin,outside_government_position,Associate General Counsel,https://www.documentcloud.org/documents/4388370-David-G-Ehrhart-Financial-Disclosure.html,,Former counsel for defense firm Lockheed Martin. Was the lead counsel for the company's F-35 fighter jet program.,,Warren Report Card
1081,David G. Ehrhart,Defense,General Counsel of the Air Force,,,,,,American Bar Association,outside_government_position,Chair,https://www.documentcloud.org/documents/4388370-David-G-Ehrhart-Financial-Disclosure.html,,Former counsel for defense firm Lockheed Martin. Was the lead counsel for the company's F-35 fighter jet program.,,Warren Report Card
1086,Patrick Shanahan,Defense,Deputy Secretary,,,,7/18/17,,Boeing Company,outside_government_position,Senior Vice President,https://www.documentcloud.org/documents/4388450-Patrick-Shanahan-Financial-Disclosure.html,,"Was a senior vice president at Boeing, one of the largest recipients of federal defense contracts.",,Warren Report Card
1087,Patrick Shanahan,Defense,Deputy Secretary,,,,7/18/17,,The University of Washington,outside_government_position,"Officer, Board of Regents",https://www.documentcloud.org/documents/4388450-Patrick-Shanahan-Financial-Disclosure.html,,"Was a senior vice president at Boeing, one of the largest recipients of federal defense contracts.",,Warren Report Card
1093,Thomas L. Carter,State,U.S. Representative on the Council of the International Civil Aviation Organization,,,,11/2/17,,Elbit Systems of America,outside_government_position,"Vice Pres, Government Relations",https://www.documentcloud.org/documents/4388254-Thomas-L-Carter-Financial-Disclosure.html,,Lobbied for defense contractor Elbit Systems. Has since continued to work as a national security consultant.,,Warren Report Card
1094,Thomas L. Carter,State,U.S. Representative on the Council of the International Civil Aviation Organization,,,,11/2/17,,Elbit Systems of America,outside_government_position,Consultant,https://www.documentcloud.org/documents/4388254-Thomas-L-Carter-Financial-Disclosure.html,,Lobbied for defense contractor Elbit Systems. Has since continued to work as a national security consultant.,,Warren Report Card
1096,Annie Caputo,Nuclear Regulatory Commission,Commissioner,,,,,,Spouse Irrevocable Trust,outside_government_position,Trustee,https://www.documentcloud.org/documents/4388102-Annie-Caputo-Financial-Disclosure.html,,,,Warren Report Card
1097,Annie Caputo,Nuclear Regulatory Commission,Commissioner,,,,,,Spouse Revocable Living Trust,outside_government_position,Trustee,https://www.documentcloud.org/documents/4388102-Annie-Caputo-Financial-Disclosure.html,,,,Warren Report Card
1098,Annie Caputo,Nuclear Regulatory Commission,Commissioner,,,,,,Annie Caputo Revocable Living Trust,outside_government_position,Trustee,https://www.documentcloud.org/documents/4388102-Annie-Caputo-Financial-Disclosure.html,,,,Warren Report Card
1120,Kenneth J. Braithwaite,State,"Ambassador, Norway",,,,12/21/17,,Vizient Inc. (health care services company),outside_government_position,Executive Officer & Group Senior Vice President,https://www.documentcloud.org/documents/4388246-Kenneth-J-Braithwaite-Financial-Disclosure.html,,,,Warren Report Card
1121,Kenneth J. Braithwaite,State,"Ambassador, Norway",,,,12/21/17,,Philadelphia Health Management Corporation,outside_government_position,Board Member,https://www.documentcloud.org/documents/4388246-Kenneth-J-Braithwaite-Financial-Disclosure.html,,,,Warren Report Card
1124,Gregory Doud,U.S. Trade Representative,Chief Agricultural Negotiator,,,,,,Commodity Markets Council,outside_government_position,President,https://www.documentcloud.org/documents/4388135-Gregory-Doud-Financial-Disclosure.html,,"Served as president of Commodity Markets Council, the trade association for commidities futures exchanges.",,Warren Report Card
